method_name,piece,num_pairs,mean_mae_s,median_mae_s,mean_rmse_s,mean_p95_abs_error_s,mean_within_100ms,mean_within_200ms
offline_dtw,Chopin_Op030No2,363,0.1986123029124238,0.05869377253768492,0.3098371769786619,0.5906642529993812,0.7731197990265348,0.8685821950070656
