method_name,reference_id,query_id,num_beats_used,mean_error_s,mean_abs_error_s,median_abs_error_s,rmse_s,max_abs_error_s,p95_abs_error_s,within_10ms,within_20ms,within_50ms,within_100ms,within_200ms,within_500ms,distance_metric,step_pattern,local_cost_shape,total_cost,normalized_cost,piece,pair_id
offline_dtw,Chopin_Op030No2_Biret-1990_pid9062-19,Chopin_Op030No2_Olejniczac-1990_pid9100b-19,193,-0.008298586062058586,0.061112971667077985,0.03642864172335436,0.10157006051543135,0.6513378412698501,0.18785718503401372,0.16062176165803108,0.3316062176165803,0.6113989637305699,0.8341968911917098,0.9585492227979274,0.9948186528497409,cosine,"{'transitions': ((1, 1), (1, 2), (2, 1)), 'weights': (2.0, 3.0, 3.0)}","(3700, 3235)",890.5849768606948,0.3617323220392749,Chopin_Op030No2,Chopin_Op030No2_Biret-1990_pid9062-19__Chopin_Op030No2_Olejniczac-1990_pid9100b-19
offline_dtw,Chopin_Op030No2_Biret-1990_pid9062-19,Chopin_Op030No2_Poblocka-1999_pid9093-19,193,0.02142130897747754,0.0492659159822832,0.029705215419504327,0.0807185453375628,0.5430613650793639,0.1631834902494331,0.17098445595854922,0.33678756476683935,0.7046632124352331,0.9015544041450777,0.9637305699481865,0.9948186528497409,cosine,"{'transitions': ((1, 1), (1, 2), (2, 1)), 'weights': (2.0, 3.0, 3.0)}","(3700, 3732)",830.4441561406237,0.3117282868395735,Chopin_Op030No2,Chopin_Op030No2_Biret-1990_pid9062-19__Chopin_Op030No2_Poblocka-1999_pid9093-19
offline_dtw,Chopin_Op030No2_Biret-1990_pid9062-19,Chopin_Op030No2_Rangell-2001_pid9094-19,193,-0.044121105183696746,0.11683493283634727,0.04238109297054393,0.3169472074704705,2.136179208616781,0.39070315578231163,0.09844559585492228,0.21761658031088082,0.5906735751295337,0.8238341968911918,0.9015544041450777,0.9585492227979274,cosine,"{'transitions': ((1, 1), (1, 2), (2, 1)), 'weights': (2.0, 3.0, 3.0)}","(3700, 3908)",1015.8135087285225,0.3762272254550083,Chopin_Op030No2,Chopin_Op030No2_Biret-1990_pid9062-19__Chopin_Op030No2_Rangell-2001_pid9094-19
offline_dtw,Chopin_Op030No2_Biret-1990_pid9062-19,Chopin_Op030No2_Rubinstein-1939_pid9049-19,193,-0.00022855623112824703,0.05468687977747263,0.031428430839003596,0.08845180472122648,0.40381055328798254,0.21052824625850272,0.19170984455958548,0.35751295336787564,0.6528497409326425,0.8652849740932642,0.9481865284974094,1.0,cosine,"{'transitions': ((1, 1), (1, 2), (2, 1)), 'weights': (2.0, 3.0, 3.0)}","(3700, 3516)",822.4151030829257,0.3157063735443093,Chopin_Op030No2,Chopin_Op030No2_Biret-1990_pid9062-19__Chopin_Op030No2_Rubinstein-1939_pid9049-19
offline_dtw,Chopin_Op030No2_Biret-1990_pid9062-19,Chopin_Op030No2_Rubinstein-1952_pid9075-19,193,0.027891486553170478,0.054787041415530716,0.03154209070294556,0.11305945124885314,0.9580504773242637,0.18794557709750578,0.16580310880829016,0.3626943005181347,0.6994818652849741,0.9015544041450777,0.9481865284974094,0.9896373056994818,cosine,"{'transitions': ((1, 1), (1, 2), (2, 1)), 'weights': (2.0, 3.0, 3.0)}","(3700, 3748)",873.9850098990358,0.3258706226320044,Chopin_Op030No2,Chopin_Op030No2_Biret-1990_pid9062-19__Chopin_Op030No2_Rubinstein-1952_pid9075-19
offline_dtw,Chopin_Op030No2_Biret-1990_pid9062-19,Chopin_Op030No2_Rubinstein-1966_pid9059-19,193,0.021250962426421608,0.0516694574154364,0.03242630385487644,0.07325358148542259,0.3180043945578177,0.1520548390022666,0.16062176165803108,0.3160621761658031,0.6373056994818653,0.8549222797927462,0.9844559585492227,1.0,cosine,"{'transitions': ((1, 1), (1, 2), (2, 1)), 'weights': (2.0, 3.0, 3.0)}","(3700, 4007)",1170.6825145018115,0.4272563921539458,Chopin_Op030No2,Chopin_Op030No2_Biret-1990_pid9062-19__Chopin_Op030No2_Rubinstein-1966_pid9059-19
offline_dtw,Chopin_Op030No2_Biret-1990_pid9062-19,Chopin_Op030No2_Shebanova-2002_pid9072-19,193,0.015499399539435656,0.06251068566493945,0.03809537868480106,0.09091107150479796,0.35712032199546684,0.19579601678003625,0.12435233160621761,0.26424870466321243,0.6062176165803109,0.7979274611398963,0.9481865284974094,1.0,cosine,"{'transitions': ((1, 1), (1, 2), (2, 1)), 'weights': (2.0, 3.0, 3.0)}","(3700, 3361)",1030.613903900462,0.40800233725275614,Chopin_Op030No2,Chopin_Op030No2_Biret-1990_pid9062-19__Chopin_Op030No2_Shebanova-2002_pid9072-19
offline_dtw,Chopin_Op030No2_Biret-1990_pid9062-19,Chopin_Op030No2_Smith-1975_pid9054-19,193,0.01582606470221939,0.04941339538025902,0.03396850113378491,0.07509803900548147,0.42386602380952354,0.16032648027211016,0.19689119170984457,0.35233160621761656,0.6632124352331606,0.8704663212435233,0.9740932642487047,1.0,cosine,"{'transitions': ((1, 1), (1, 2), (2, 1)), 'weights': (2.0, 3.0, 3.0)}","(3700, 3004)",1020.2853579187041,0.42923237607013215,Chopin_Op030No2,Chopin_Op030No2_Biret-1990_pid9062-19__Chopin_Op030No2_Smith-1975_pid9054-19
offline_dtw,Chopin_Op030No2_Biret-1990_pid9062-19,Chopin_Op030No2_Sofronitsky-1960_pid5667291-15,193,0.0066056552994259755,0.05793205897454029,0.04176847505669201,0.08002899167524537,0.34253952154195133,0.16323838185940992,0.13471502590673576,0.23316062176165803,0.5699481865284974,0.8290155440414507,0.9844559585492227,1.0,cosine,"{'transitions': ((1, 1), (1, 2), (2, 1)), 'weights': (2.0, 3.0, 3.0)}","(3700, 2931)",865.4184730853723,0.3690483893754253,Chopin_Op030No2,Chopin_Op030No2_Biret-1990_pid9062-19__Chopin_Op030No2_Sofronitsky-1960_pid5667291-15
offline_dtw,Chopin_Op030No2_Biret-1990_pid9062-19,Chopin_Op030No2_Uninsky-1959_pid9061-19,193,0.009625722263344388,0.05614503483604186,0.030385628117926444,0.0976228095482696,0.6759190748299346,0.19766885578231266,0.16062176165803108,0.31088082901554404,0.689119170984456,0.8652849740932642,0.9481865284974094,0.9948186528497409,cosine,"{'transitions': ((1, 1), (1, 2), (2, 1)), 'weights': (2.0, 3.0, 3.0)}","(3700, 3878)",1020.8533416667423,0.3772554847253297,Chopin_Op030No2,Chopin_Op030No2_Biret-1990_pid9062-19__Chopin_Op030No2_Uninsky-1959_pid9061-19
