method_name,track_phase,num_predictions,mean_abs_error_s,rmse_s,within_100ms,within_200ms
offline_dtw,early,35211,0.11618505981079018,0.3598877626359316,0.7979892647184118,0.8899491636136435
offline_dtw,late,34848,0.28189816312969945,1.0088333979469006,0.7479912764003673,0.8469926538108357
