method_name,num_pairs,mean_mae_s,median_mae_s,mean_rmse_s,mean_p95_abs_error_s,mean_within_100ms,mean_within_10ms,mean_within_200ms,mean_within_20ms,mean_within_500ms,mean_within_50ms
offline_dtw,363,0.1986123029124238,0.05869377253768492,0.3098371769786619,0.5906642529993812,0.7731197990265348,0.1641188141423657,0.8685821950070656,0.3144349762343168,0.9325140238941464,0.6152671319887523
