method_name,num_pairs,mean_mae_s,median_mae_s,mean_rmse_s,mean_p95_abs_error_s,mean_within_100ms,mean_within_10ms,mean_within_200ms,mean_within_20ms,mean_within_500ms,mean_within_50ms
hmm_train70,363,1.344433493995068,0.20483949915993893,1.840557414853774,3.4513861118732136,0.5069584207596455,0.10752365863058279,0.618821279207525,0.20569805449692402,0.8035655661656603,0.4002769094620248
