method_name,track_phase,num_predictions,mean_abs_error_s,rmse_s,within_100ms,within_200ms
hmm_train70,early,35211,0.6069726734778241,1.9513639747403775,0.5241543835733151,0.6376700462923518
hmm_train70,late,34848,2.089576198059367,6.994151640418823,0.4895833333333333,0.5997761707988981
